측정소명,년/월/일,회차,수심(m),수온(℃),DO(㎎/L),BOD(㎎/L),COD(㎎/L),클로로필 a(㎎/㎥),TN(㎎/L),TP(㎎/L),TOC(㎎/L),수소이온농도,페놀류(㎎/L),전기전도도(μS/㎝),총대장균군수(총대장균군수/100ml),카드뮴(㎎/L),시안(㎎/L),납(㎎/L),6가크롬(㎎/L),비소(㎎/L),수은(㎎/L),구리(㎎/L),아연(㎎/L),크롬(㎎/L),니켈(㎎/L),바륨(㎎/L),셀레늄(㎎/L),용존총질소(㎎/L),암모니아성 질소(㎎/L),질산성 질소(㎎/L),용존총인(㎎/L),인산염인(㎎/L),SS(㎎/L),헥사클로로벤젠 (㎍/L),분원성대장균군수,불소(㎎/L),색도(㎎/L),노말헥산추출물질(㎎/L),용해성망간(㎎/L),용해성철(㎎/L),음이온계면활성제(㎎/L),테트라클로로에틸렌(㎎/L),테트라클로로에틸렌(㎎/L).1,사염화탄소,1.2-디클로로에탄(㎎/L),디클로로메탄(㎎/L),벤젠(㎎/L),폴리크로리네이티트비페닐(㎎/L),유기인(㎎/L),안티몬 (㎎/L),클로로포름 (㎎/L),디에틸헥실프탈레이트 (㎎/L),1.4-다이옥세인 (㎎/L),투명도(m),유량(㎥/s),포름알데히드(㎎/L)
승촌보,2013-04-01,1회차,,13.4,12.9,5.5,9.4,64.0,7.772,0.07400000000000001,6.0,7.6,0.0,362,680,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,7.647,4.561,1.933,0.031,0.008,13.0,,26,,,,,,0.0,,,,,,,,,,,,,,11.895999999999999,
죽산보,2013-04-08,1회차,,13.7,11.9,4.7,7.5,52.2,5.774,0.071,3.2,8.5,0.0,263,1400,,0.0,,,,,,,,,,,5.229,2.306,2.161,0.039,0.009000000000000001,9.6,,96,,,,,,0.0,,,,,,,,,,,,,,,
승촌보,2013-04-10,2회차,,12.0,10.0,5.4,8.9,77.4,6.291,0.11800000000000001,5.7,8.0,0.0,327,4900,,,,,,,,,,,,,5.858,3.5380000000000003,1.483,0.054000000000000006,0.037000000000000005,12.5,,520,,,,,,,,,,,,,,,,,,,,15.924000000000001,
승촌보,2013-04-17,3회차,,15.4,11.8,5.9,12.2,84.9,7.962999999999999,0.071,5.5,7.8,0.0,393,130,,,,,,,,,,,,,7.311,4.079,1.9969999999999999,0.028999999999999998,0.004,11.9,,2,,,,,,,,,,,,,,,,,,,,10.493,
승촌보,2013-04-30,4회차,,17.3,5.5,3.6,8.1,7.7,6.978,0.138,5.4,7.1,0.0,369,19000,,,,,,,,,,,,,6.93,4.046,1.545,0.1,0.08199999999999999,2.9,,3100,,,,,,,,,,,,,,,,,,,,20.596999999999998,
승촌보,2013-05-07,1회차,,20.3,16.3,5.1,11.8,48.8,5.416,0.054000000000000006,6.0,8.4,0.0,323,450,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5.207000000000001,2.892,1.723,0.04,0.006,7.8,,52,,,,,,0.0,,,,,,,,,,,,,,10.931,
죽산보,2013-05-13,1회차,,24.8,15.5,5.8,9.6,105.0,4.662,0.069,4.2,9.0,0.0,332,100,,,,,,,,,,,,,4.425,2.204,1.504,0.057999999999999996,0.025,10.0,,10,,,,,,,,,,,,,,,,,,,,,
승촌보,2013-05-14,2회차,,23.2,10.4,7.6,14.7,96.1,5.801,0.162,6.5,8.1,0.0,349,10000,,,,,,,,,,,,,5.275,3.281,1.037,0.10800000000000001,0.077,12.0,,550,,,,,,,,,,,,,,,,,,,,4.7780000000000005,
승촌보,2013-05-22,3회차,,22.8,8.4,6.5,12.0,101.0,5.975,0.316,7.4,7.6,0.0,354,9400,,,,,,,,,,,,,5.729,3.73,1.219,0.23,0.228,13.1,,1400,,,,,,,,,,,,,,,,,,,,20.764,
승촌보,2013-05-27,4회차,,22.2,5.7,6.2,12.1,40.7,6.853,0.435,6.7,7.2,0.0,394,14600,,,,,,,,,,,,,6.617999999999999,4.78,0.905,0.40399999999999997,0.387,11.2,,2200,,,,,,,,,,,,,,,,,,,,90.5,
승촌보,2013-06-03,1회차,,23.0,8.9,5.8,11.7,87.3,5.311,0.149,6.1,7.1,0.0,270,11200,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4.9030000000000005,2.0269999999999997,1.912,0.107,0.087,12.5,,1850,,,,,,0.0,,,,,,,,,,,,,,23.375,
죽산보,2013-06-03,1회차,,25.8,12.3,2.9,7.8,45.7,3.389,0.086,4.2,8.3,0.0,158,50,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,3.1719999999999997,0.976,1.396,0.062,0.049,7.6,,38,,,,,,0.0,,,,,,,,,,,,,,,
승촌보,2013-06-10,2회차,,25.5,8.3,5.3,10.7,61.7,5.577999999999999,0.151,6.2,7.5,0.0,329,5400,,,,,,,,,,,,,4.763,2.83,1.806,0.09,0.063,11.8,,1700,,,,,,,,,,,,,,,,,,,,22.16,
승촌보,2013-06-17,3회차,,25.5,7.2,5.4,11.6,88.7,4.955,0.14300000000000002,6.4,7.2,0.0,309,42000,,,,,,,,,,,,,4.619,2.427,1.422,0.07200000000000001,0.031,12.1,,19500,,,,,,,,,,,,,,,,,,,,38.444,
승촌보,2013-06-26,4회차,,25.7,6.3,4.7,10.6,30.7,5.391,0.19899999999999998,6.9,7.1,0.0,297,24000,,,,,,,,,,,,,5.307,2.735,1.7269999999999999,0.162,0.14300000000000002,10.6,,7200,,,,,,,,,,,,,,,,,,,,34.938,
승촌보,2013-07-02,1회차,,27.2,7.5,4.2,9.2,45.0,4.753,0.138,6.1,7.4,0.0,360,120,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4.202,1.68,1.847,0.067,0.034,7.6,,112,,,,,,0.0,,,,,,,0.0,0.0,0.0,,,,,20.0,
승촌보,2013-07-08,2회차,,23.6,7.6,2.8,6.0,2.5,2.614,0.162,4.2,7.2,0.0,122,84000,,,,,,,,,,,,,2.528,0.39,1.71,0.11199999999999999,0.096,26.5,,11800,,,,,,,,,,,,,,,,,,,,255.46400000000003,
죽산보,2013-07-15,1회차,,29.4,12.0,2.9,5.8,77.6,2.8710000000000004,0.091,1.2,9.0,0.0,170,300,,,,,,,,,,,,,2.7760000000000002,0.289,2.17,0.069,0.059000000000000004,4.0,,10,,,,,,,,,,,,,,,,,,,,,
승촌보,2013-07-16,3회차,,28.2,7.7,4.0,6.6,38.7,3.583,0.12,5.0,7.5,0.0,288,2100,,,,,,,,,,,,,3.2680000000000002,0.779,2.035,0.071,0.057999999999999996,8.5,,720,,,,,,,,,,,,,,,,,,,,23.654,
승촌보,2013-07-23,4회차,,28.6,7.9,6.1,8.6,82.8,3.986,0.12300000000000001,5.5,7.9,0.0,291,280,,,,,,,,,,,,,3.647,1.114,1.945,0.038,0.004,17.3,,240,,,,,,,,,,,,,,,,,,,,28.480999999999998,
승촌보,2013-07-30,5회차,,27.7,4.8,4.4,7.1,28.6,3.4789999999999996,0.161,4.9,7.0,0.0,244,32000,,,,,,,,,,,,,3.2239999999999998,1.393,1.405,0.10400000000000001,0.08900000000000001,11.6,,10500,,,,,,,,,,,,,,,,,,,,52.021,
승촌보,2013-08-05,1회차,,29.2,6.4,6.6,10.8,98.7,4.218,0.226,5.4,7.6,0.0,267,17000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.748,1.828,1.285,0.14800000000000002,0.11800000000000001,11.7,,7500,,,,,,0.0,,,,,,,,,,,,,,76.875,
승촌보,2013-08-13,2회차,,32.5,8.1,6.3,11.0,70.9,3.2539999999999996,0.20800000000000002,6.9,8.5,0.0,270,700,,,,,,,,,,,,,2.9730000000000003,1.015,1.288,0.12,0.094,14.8,,220,,,,,,,,,,,,,,,,,,,,16.368,
승촌보,2013-08-19,3회차,,31.2,7.6,3.1,8.7,45.3,4.206,0.14,5.3,7.9,0.0,330,58,,,,,,,,,,,,,3.985,2.073,1.444,0.10099999999999999,0.076,7.2,,36,,,,,,,,,,,,,,,,,,,,20.361,
죽산보,2013-08-22,1회차,,32.1,14.7,6.6,17.0,249.9,1.531,0.109,6.0,9.8,0.0,287,125000,,,,,,,,,,,,,0.9520000000000001,0.032,0.627,0.039,0.004,117.1,,40,,,,,,,,,,,,,,,,,,,,,
승촌보,2013-08-26,4회차,,26.2,6.1,1.5,6.6,2.6,2.698,0.153,4.2,6.8,0.0,132,8600,,,,,,,,,,,,,2.694,0.496,1.6740000000000002,0.15,0.132,8.6,,6400,,,,,,,,,,,,,,,,,,,,75.507,
죽산보,2013-09-02,1회차,,26.7,9.7,2.2,6.5,51.6,2.2840000000000003,0.106,3.4,8.0,0.0,137,4000,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,2.205,0.163,1.7280000000000002,0.09,0.08199999999999999,12.4,,1400,,,,,,0.0,,,,,,,,,0.0,,,,,,
승촌보,2013-09-03,1회차,,25.4,6.5,3.1,6.0,41.7,3.468,0.16,4.6,6.9,0.0,214,2267,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.455,0.865,1.946,0.121,0.08800000000000001,7.1,,940,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,27.791999999999998,
승촌보,2013-09-11,2회차,,24.6,8.5,4.3,8.2,81.1,3.7,0.14300000000000002,5.0,8.0,0.0,255,6400,,,,,,,,,,,,,3.139,0.83,1.61,0.039,0.023,6.3,,1380,,,,,,,,,,,,,,,,,,,,24.563000000000002,
승촌보,2013-09-16,3회차,,24.5,6.5,3.1,5.8,24.1,2.853,0.16399999999999998,4.9,7.1,0.0,191,15400,,,,,,,,,,,,,2.589,0.741,1.3359999999999999,0.12,0.115,5.7,,8400,,,,,,,,,,,,,,,,,,,,32.972,
승촌보,2013-09-24,4회차,,26.6,12.5,5.2,7.9,50.4,3.4810000000000003,0.107,4.2,9.0,0.0,267,105,,,,,,,,,,,,,3.157,0.584,2.01,0.036000000000000004,0.013000000000000001,7.5,,62,,,,,,,,,,,,,,,,,,,,19.139,
승촌보,2013-10-01,1회차,,23.3,7.9,4.7,7.1,48.2,3.9410000000000003,0.069,4.7,7.6,0.0,324,1500,,,,,,,,,,,,,3.6460000000000004,0.7929999999999999,2.39,0.025,0.01,7.2,,200,,,,,,,,,,,,,,,,,,,,19.882,
죽산보,2013-10-01,1회차,,24.9,8.6,2.1,6.8,22.6,2.892,0.087,1.6,7.9,0.0,235,50,,,,,,,,,,,,,2.878,0.249,1.7069999999999999,0.053,0.05,6.4,,6,,,,,,,,,,,,,,,,,,,,,
승촌보,2013-10-08,2회차,,22.6,9.8,3.5,7.0,69.0,4.705,0.063,4.5,7.1,0.0,346,933,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4.405,1.097,2.62,0.021,0.003,8.2,,182,,,,,,0.0,,,,,,,,,0.0,,,,,23.291999999999998,
승촌보,2013-10-14,3회차,,21.8,8.4,3.6,6.9,44.0,5.654,0.16399999999999998,5.1,7.0,0.0,348,4200,,,,,,,,,,,,,4.686,1.821,2.395,0.078,0.06,13.8,,690,,,,,,,,,,,,,,,,,,,,15.770999999999999,
승촌보,2013-10-22,4회차,,19.1,10.9,4.0,8.3,83.2,5.818,0.077,5.1,7.6,0.0,360,75,,,,,,,,,,,,,5.382999999999999,0.987,3.523,0.036000000000000004,0.006,8.7,,44,,,,,,,,,,,,,,,,,,,,14.75,
승촌보,2013-10-30,5회차,,16.6,10.6,4.3,7.5,57.1,5.489,0.059000000000000004,5.2,8.2,0.0,406,160,,,,,,,,,,,,,5.471,1.032,3.8139999999999996,0.025,0.001,10.1,,50,,,,,,,,,,,,,,,,,,,,10.667,
승촌보,2013-11-04,1회차,,16.9,9.8,4.5,6.9,56.5,6.775,0.09300000000000001,4.8,7.3,0.0,429,125,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,6.224,1.276,3.944,0.03,0.004,9.0,,80,,,,,,0.0,,,,,,,,,0.0,,,,,11.549000000000001,
죽산보,2013-11-04,1회차,,16.9,10.7,4.5,8.0,84.9,4.8260000000000005,0.054000000000000006,3.3,8.0,0.0,290,160,,,,,,,,,,,,,4.613,0.483,3.216,0.019,0.01,15.2,,110,,,,,,,,,,,,,,,,,,,,,
승촌보,2013-11-12,2회차,,13.7,10.0,5.4,7.0,35.5,4.9239999999999995,0.11,5.2,7.9,0.0,380,6400,,,,,,,,,,,,,4.859,1.1840000000000002,3.1260000000000003,0.034,0.015,12.9,,640,,,,,,,,,,,,,,,,,,,,14.222000000000001,
승촌보,2013-11-20,3회차,,11.6,12.0,7.4,7.8,92.8,5.523,0.10800000000000001,5.6,7.8,0.0,533,4400,,,,,,,,,,,,,4.854,1.381,3.258,0.017,0.002,13.5,,480,,,,,,,,,,,,,,,,,,,,16.299,
승촌보,2013-11-27,4회차,,9.8,9.9,6.6,7.2,17.4,6.671,0.153,5.8,7.7,0.0,192,68000,,,,,,,,,,,,,3.389,1.391,1.597,0.11800000000000001,0.10400000000000001,20.5,,8400,,,,,,,,,,,,,,,,,,,,24.535,
죽산보,2013-12-02,1회차,,9.1,11.0,2.8,5.7,26.5,4.511,0.10099999999999999,3.2,7.5,0.0,293,1000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4.503,1.5330000000000001,2.318,0.059000000000000004,0.055999999999999994,10.4,,240,,,,,,0.0,,,,,,,,,0.0,,,,,,
승촌보,2013-12-03,1회차,,8.0,10.1,4.9,6.8,16.2,5.604,0.21100000000000002,5.2,7.2,0.0,449,7000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5.394,2.0909999999999997,2.719,0.17800000000000002,0.147,5.9,,900,,,,,,0.0,,,,,,,,,0.0,,,,,18.083,
승촌보,2013-12-11,2회차,,8.7,10.7,4.8,6.0,19.4,6.1979999999999995,0.09699999999999999,4.8,7.5,0.0,480,5800,,,,,,,,,,,,,6.172000000000001,2.279,3.47,0.04,0.02,7.1,,1300,,,,,,,,,,,,,,,,,,,,11.993,
승촌보,2013-12-16,3회차,,7.2,12.1,3.6,6.6,9.6,7.072,0.11599999999999999,5.4,7.4,0.0,478,1440,,,,,,,,,,,,,6.656000000000001,2.351,3.641,0.065,0.048,5.8,,68,,,,,,,,,,,,,,,,,,,,15.0,
승촌보,2013-12-24,4회차,,6.3,11.9,2.9,6.9,3.3,7.303,0.086,5.0,7.4,0.0,483,260,,,,,,,,,,,,,7.266,2.499,3.9330000000000003,0.027999999999999997,0.013999999999999999,5.8,,6,,,,,,,,,,,,,,,,,,,,14.825999999999999,
승촌보,2014-01-07,1회차,,6.2,14.7,3.3,6.7,12.0,7.827000000000001,0.08800000000000001,4.8,7.3,0.0,429,480,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,7.747999999999999,3.6,4.037,0.026000000000000002,0.006999999999999999,6.9,,12,,,,,,0.0,,,,,,,,,0.0,,,,,12.069,
죽산보,2014-01-13,1회차,,4.5,13.9,3.7,9.6,112.2,7.015,0.057999999999999996,3.5,8.1,0.0,391,900,,,,,,,,,,,,,6.837999999999999,1.554,4.268,0.024,0.005,14.4,,60,,,,,,,,,,,,,,,,,,,,,
승촌보,2014-01-13,2회차,,5.2,12.2,3.7,6.9,32.6,8.551,0.077,4.6,7.5,0.0,492,230,,,,,,,,,,,,,7.975,3.5639999999999996,4.2219999999999995,0.025,0.003,6.9,,6,,,,,,,,,,,,,,,,,,,,10.958,
승촌보,2014-01-22,3회차,,5.3,14.8,3.9,7.0,28.3,8.706,0.09300000000000001,5.4,7.7,0.0,514,210,,,,,,,,,,,,,8.501,4.607,3.6839999999999997,0.028999999999999998,0.006,9.7,,18,,,,,,,,,,,,,,,,,,,,11.270999999999999,
승촌보,2014-01-28,4회차,,6.3,11.4,4.5,7.4,32.1,9.274,0.11199999999999999,4.4,7.6,0.0,503,460,,,,,,,,,,,,,8.911,4.593,3.3289999999999997,0.031,0.006,8.8,,8,,,,,,,,,,,,,,,,,,,,11.167,
죽산보,2014-02-03,1회차,,6.1,17.1,4.2,9.7,124.2,8.269,0.061,4.1,8.1,0.0,394,800,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,8.05,2.7939999999999996,4.423,0.021,0.003,13.6,,160,,,,,,0.0,,,,,,,,,0.0,,,,,,
승촌보,2014-02-04,1회차,,8.0,12.2,7.8,9.5,73.5,9.89,0.18,7.1,7.5,0.0,508,560,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,9.068,5.093,2.7460000000000004,0.06,0.023,21.9,,94,,,,,,0.0,,,,,,,,,0.0,,,,,8.896,
승촌보,2014-02-10,2회차,,6.0,11.5,7.4,9.2,79.1,10.957,0.133,6.3,7.8,0.0,473,370,,,,,,,,,,,,,9.804,6.0120000000000005,2.7119999999999997,0.038,0.006,13.0,,36,,,,,,,,,,,,,,,,,,,,8.882,
승촌보,2014-02-18,3회차,,7.7,12.9,5.4,10.2,52.9,9.746,0.11699999999999999,7.9,7.5,0.0,430,420,,,,,,,,,,,,,9.381,6.276,2.8569999999999998,0.031,0.006999999999999999,11.9,,12,,,,,,,,,,,,,,,,,,,,9.646,
승촌보,2014-02-24,4회차,,8.5,12.5,5.4,10.8,24.2,9.186,0.106,7.3,7.6,0.0,517,590,,,,,,,,,,,,,8.514,5.81,2.5269999999999997,0.025,0.002,13.5,,32,,,,,,,,,,,,,,,,,,,,9.993,
죽산보,2014-03-03,1회차,,9.5,13.5,5.8,9.4,79.6,8.914,0.055999999999999994,3.6,8.0,0.0,446,450,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,8.584,4.17,2.9810000000000003,0.027000000000000003,0.008,12.4,,25,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,
승촌보,2014-03-04,1회차,,10.2,9.1,5.1,9.4,21.5,9.795,0.13699999999999998,7.4,7.0,0.0,526,5200,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,9.583,6.98,2.189,0.048,0.018000000000000002,9.0,,108,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,9.549,
승촌보,2014-03-10,2회차,,8.8,11.9,8.3,11.9,66.8,9.205,0.252,9.7,7.8,0.0,509,267,,,,,,,,,,,,,8.375,5.607,1.672,0.1,0.067,13.7,,44,,,,,,,,,,,,,,,,,,,,10.306,
승촌보,2014-03-18,3회차,,11.1,7.8,7.3,8.3,33.8,5.367999999999999,0.21,7.7,7.3,0.0,363,14000,,,,,,,,,,,,,4.727,2.8489999999999998,1.29,0.075,0.042,11.5,,720,,,,,,,,,,,,,,,,,,,,13.715,
승촌보,2014-03-24,4회차,,11.6,12.2,7.2,12.9,91.0,6.8229999999999995,0.129,8.7,8.2,0.0,428,690,,,,,,,,,,,,,6.276,3.6860000000000004,1.794,0.061,0.031,10.1,,44,,,,,,,,,,,,,,,,,,,,9.027999999999999,
승촌보,2014-04-01,1회차,,15.9,4.6,7.3,8.3,24.5,5.182,0.243,6.1,7.1,0.0,348,7800,,,,,,,,,,,,,4.837,2.853,1.385,0.147,0.121,22.0,,230,,,,,,,,,,,,,,,,,,,,17.458,
죽산보,2014-04-01,1회차,,15.9,8.3,2.2,7.8,15.5,6.12,0.11599999999999999,3.3,7.5,0.0,280,2400,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5.98,2.931,1.969,0.10400000000000001,0.10300000000000001,5.2,,125,,,,,,0.0,,,,,,,,,0.0,,,,,,
승촌보,2014-04-07,2회차,,14.7,8.7,5.4,6.5,51.1,5.486000000000001,0.10300000000000001,5.2,7.7,0.0,397,630,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5.245,2.6319999999999997,1.599,0.047,0.012,7.6,,30,,,,,,0.0,,,,,,,,,0.0,,,,,9.693999999999999,
승촌보,2014-04-15,3회차,,16.8,9.5,9.0,10.7,52.7,6.809,0.078,6.8,7.4,0.0,456,760,,,,,,,,,,,,,6.414,3.089,2.1319999999999997,0.042,0.011000000000000001,9.0,,325,,,,,,,,,,,,,,,,,,,,10.743,
승촌보,2014-04-21,4회차,,17.3,7.1,8.1,11.4,76.7,6.394,0.138,7.8,7.3,0.0,490,5000,,,,,,,,,,,,,5.7620000000000005,3.0260000000000002,1.715,0.065,0.017,15.8,,260,,,,,,,,,,,,,,,,,,,,11.424000000000001,
승촌보,2014-04-28,5회차,,18.0,7.7,5.4,8.4,58.6,6.135,0.11699999999999999,6.7,7.5,0.0,446,25000,,,,,,,,,,,,,5.8,3.252,1.635,0.047,0.035,7.7,,4400,,,,,,,,,,,,,,,,,,,,25.688000000000002,
승촌보,2014-05-07,1회차,,18.7,9.9,5.2,7.3,46.4,4.673,0.107,6.4,7.6,0.0,388,280,,,,,,,,,,,,,4.426,1.745,1.571,0.045,0.023,9.0,,32,,,,,,,,,,,,,,,,,,,,11.41,
죽산보,2014-05-07,1회차,,19.9,8.5,3.4,8.1,21.8,5.085,0.08,4.6,8.0,0.0,298,8400,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4.827,2.199,1.4280000000000002,0.044000000000000004,0.026000000000000002,7.6,,1040,,,,,,0.0,,,,,,,,,0.0,,,,,,
승촌보,2014-05-12,2회차,,19.9,10.0,7.7,10.6,91.2,5.829,0.161,8.3,7.6,0.0,422,35500,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5.553999999999999,2.8710000000000004,1.797,0.033,0.013999999999999999,21.9,,5200,,,,,,0.0,,,,,,,,,0.0,,,,,63.917,
승촌보,2014-05-20,3회차,,22.1,8.5,6.1,11.0,64.0,4.72,0.12,7.8,7.8,0.0,359,350,,,,,,,,,,,,,4.338,1.67,1.45,0.049,0.013999999999999999,12.1,,46,,,,,,,,,,,,,,,,,,,,22.201,
승촌보,2014-05-26,4회차,,22.8,10.8,7.0,11.0,85.2,5.001,0.207,6.9,7.3,0.0,359,1400,,,,,,,,,,,,,4.6,2.336,1.199,0.077,0.046,18.5,,55,,,,,,,,,,,,,,,,,,,,10.792,
승촌보,2014-06-02,1회차,,24.1,7.6,4.7,9.1,74.9,4.482,0.156,8.1,7.5,0.0,362,180,,,,,,,,,,,,,4.406000000000001,1.999,1.301,0.063,0.03,13.4,,30,,,,,,,,,,,,,,,,,,,,24.229,
죽산보,2014-06-02,1회차,,23.5,9.3,5.6,11.8,94.3,3.9410000000000003,0.09,4.6,8.0,0.0,249,2800,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.653,1.24,1.217,0.04,0.023,10.4,,440,,,,,,0.0,,,,,,,,,0.0,,,,,,
승촌보,2014-06-10,2회차,,24.6,9.8,5.1,9.1,62.7,4.082,0.10099999999999999,7.6,8.0,0.0,273,230,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.6210000000000004,1.1909999999999998,1.495,0.025,0.006,13.1,,50,,,,,,0.0,,,,,,,,,0.0,,,,,18.785,
승촌보,2014-06-16,3회차,,24.7,11.2,5.2,8.6,50.8,5.045,0.128,7.2,8.2,0.0,322,8200,,,,,,,,,,,,,4.586,2.748,1.288,0.061,0.040999999999999995,11.2,,1120,,,,,,,,,,,,,,,,,,,,13.174000000000001,
승촌보,2014-06-24,4회차,,25.2,8.7,5.3,11.0,53.3,5.687,0.111,9.3,7.4,0.0,394,400,,,,,,,,,,,,,5.55,2.818,1.4580000000000002,0.034,0.006999999999999999,16.1,,50,,,,,,,,,,,,,,,,,,,,15.687999999999999,
승촌보,2014-07-01,1회차,,26.3,10.3,5.8,10.9,69.3,5.605,0.16699999999999998,6.4,8.3,0.0,378,50,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5.26,2.8489999999999998,1.15,0.068,0.043,11.3,,8,,,,,,0.0,,,,,,,0.0,0.0,0.0,,,,,9.431000000000001,
죽산보,2014-07-07,1회차,,24.3,7.1,2.8,10.2,49.9,4.532,0.111,6.2,7.3,0.0,292,2600,,,,,,,,,,,,,4.323,2.213,1.21,0.09,0.065,12.0,,620,,,,,,,,,,,,,,,,,,,,,
승촌보,2014-07-07,2회차,,23.4,3.5,6.1,9.6,64.4,4.263,0.245,7.7,7.0,0.0,321,26500,,,,,,,,,,,,,3.8139999999999996,2.056,1.14,0.12300000000000001,0.11,12.9,,7000,,,,,,,,,,,,,,,,,,,,50.806000000000004,
승촌보,2014-07-15,3회차,,26.8,8.4,5.4,9.5,50.2,4.986000000000001,0.196,6.4,7.7,0.0,318,620,,,,,,,,,,,,,4.502,2.8110000000000004,1.2,0.124,0.095,8.5,,80,,,,,,,,,,,,,,,,,,,,17.271,
승촌보,2014-07-21,4회차,,25.6,5.9,2.0,6.8,7.4,2.6239999999999997,0.17300000000000001,4.3,7.1,0.0,151,22000,,,,,,,,,,,,,2.549,0.39,1.72,0.133,0.12300000000000001,14.6,,5800,,,,,,,,,,,,,,,,,,,,53.208,
승촌보,2014-07-28,5회차,,28.0,7.5,6.7,10.2,99.5,4.5680000000000005,0.159,6.7,8.1,0.0,307,340,,,,,,,,,,,,,3.855,1.4480000000000002,1.85,0.034,0.018000000000000002,16.6,,180,,,,,,,,,,,,,,,,,,,,171.278,
승촌보,2014-08-05,1회차,,25.0,7.6,3.8,6.2,7.3,3.153,0.217,4.5,7.0,0.0,176,47000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.065,1.175,1.36,0.157,0.151,9.0,,20500,,,,,,0.0,,,,,,,,,0.0,,,,,88.29899999999999,
승촌보,2014-08-11,2회차,,26.5,7.3,5.2,9.0,41.4,3.0210000000000004,0.14400000000000002,5.0,7.5,0.0,214,5800,,,,,,,,,,,,,2.6510000000000002,0.507,1.64,0.02,0.006999999999999999,15.0,,1950,,,,,,,,,,,,,,,,,,,,25.708000000000002,
죽산보,2014-08-11,2회차,,26.7,11.4,3.4,6.4,40.6,2.503,0.091,3.9,8.2,0.0,154,600,,,,,,,,,,,,,2.355,0.282,1.54,0.054000000000000006,0.033,8.4,,120,,,,,,,,,,,,,,,,,,,,,
승촌보,2014-08-19,3회차,,22.9,7.8,2.9,6.1,1.8,2.423,0.23199999999999998,4.0,7.2,0.0,98,150000,,,,,,,,,,,,,2.339,0.341,1.54,0.1,0.08800000000000001,51.7,,56000,,,,,,,,,,,,,,,,,,,,249.299,
승촌보,2014-08-26,4회차,,23.1,7.1,2.7,6.6,3.2,2.315,0.285,4.5,6.7,0.0,120,126000,,,,,,,,,,,,,2.045,0.313,1.22,0.13,0.11900000000000001,43.1,,34000,,,,,,,,,,,,,,,,,,,,258.653,
승촌보,2014-09-01,1회차,,24.7,8.0,3.9,6.3,12.0,3.408,0.135,3.7,7.5,0.0,218,20000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.2710000000000004,0.66,2.02,0.081,0.055,7.7,,6100,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,30.326,
승촌보,2014-09-11,2회차,,25.5,8.2,4.2,6.5,22.4,3.9419999999999997,0.132,5.4,7.2,0.0,301,1100,,,,,,,,,,,,,3.634,1.087,0.93,0.039,0.024,8.7,,120,,,,,,,,,,,,,,,,,,,,15.132,
죽산보,2014-09-15,2회차,,25.7,9.0,2.7,8.1,49.9,3.049,0.083,4.4,8.0,0.0,243,1100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.022,0.5489999999999999,1.73,0.06,0.035,7.6,,400,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,
승촌보,2014-09-16,3회차,,25.0,10.3,4.9,8.1,20.6,4.355,0.11699999999999999,6.0,7.5,0.0,317,8600,,,,,,,,,,,,,4.091,1.392,2.0,0.039,0.028999999999999998,6.8,,2250,,,,,,,,,,,,,,,,,,,,26.243000000000002,
